Catogory,Body
TRANSACTION,"HDFC SECURITIES LTD on 10-06-23 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE"
TRANSACTION,"Dear AYEPBXXXXX,
Challan payment of Rs. 1470 against CRN ending with 2980 is successful on 25/06/2023,21:57:08.
e-Filing, ITD"
TRANSACTION,"Dear BALAJI THILAGAR, ITR:2 of 2023  for AYEPB4541P  has been successfully e-Verified. e-Filing, Income Tax Department"
PROMOTION,"Dear Patron,EXCLUSIVE SALE @Avantra by Trends is here! Enjoy Upto 50%OFF on sarees,ethnicwear &more. Ltd period offer. bit.ly/3pONwh8. T&C"
PROMOTION,"Dear BALAJI, 
Ultra gentle & safe for your baby! Get up to 30% OFF on baby personal care products + 2-hr* delivery. Tap https://fqex.in/cZA3Bw Apollo24|7"
PROMOTION,"Dear Customer, all you need is 5 minutes! Open a digital savings account with Kotak811 and level up your banking instantly: https://kotk.in/tUjeMH -KBank"
PROMOTION,"Dear BALAJI,  
Leakproof nights decoded! Get MamyPoko diaper pants at up to 35% OFF! Get 2-hr* delivery https://fqex.in/texOU4 Apollo24|7"
PROMOTION,"ATTENTION! Coding Qs asking to create bots that require website scraping should NOT be attempted. Always SKIP such Qs under 'SPAM'.
CHEGG"
PROMOTION,"Thank you for giving us an opportunity to serve you at Bajaj Allianz. We seek your feedback on our service advisor, this will help us improve our services, please click here http://nmc.sg/fJA0UtN Caringly Yours, Bajaj Allianz General Insurance"
PROMOTION,"Hey BALAJI , Your loan money of up to Rs 5 Lakh is ready. With Airtel Flexi Credit, avail low interest rates, no paperwork & get loan disbursed within minutes. Apply Now https://i.airtel.in/MVLPO"
PROMOTION,"Dear Customer, unlock the power of ZERO. Open a Zero Balance Savings Account with Kotak811 in 5 minutes: https://kotk.in/TYOVFF -KBank"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/RyM1BpEJ"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/6nYOEEvn"
PROMOTION,"OMG..The biggest offer of the season is here at MAX Fashion!

EVERYTHING @FLAT 50% OFF!!
Get FLAT 50% OFF on ENTIRE SALE merchandise
ONLY till Sunday
Rush!
TnC"
PROMOTION,"Hello Firebirds! Make the most of The Sharp Cut @ BLACKBERRYS. Buy 2 Get 2 offer on shirts, chinos and more. Hurry! Visit your nearest store & website. T&C."
PROMOTION,Make Wednesdays finger-licking good with 58% Off on KFC Wednesday Strips Bucket. Order now! bit.ly/3JC8g5X TnC
PROMOTION,"Hi Balaji, boAt Rockerz Neckband worth Rs 2999 at just Rs 999 + Extra 15% off, only for you! Shop now on Tata Neu https://tneu.in/AjtfB5bF T&C apply"
PROMOTION,"Just Say NO to Drugs. Issued in public interest by Narcotics Control Bureau, Govt. of India, Bengaluru Zonal Unit"
PROMOTION,"This Aadi, get an assured surprise gift when you shop at GRT Jewellers and RS.50/ gm extra on old gold exchange T&C. bitly.ws/JRyb"
PROMOTION,"Give your loved ones the perfect gift this season! Shop exquisite handcrafted sarees from Taneira, A TATA Product now at flat 20% off*.Extra 5% off* for encircle members. Hurry up, visit the nearest store now https://tanera.im/JtqIiMAX to avail the offer.*TnC Apply"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/Fim7iwzm"
PROMOTION,"Dear Customer,
Sell your car at a great price!

Instant payment & free RC transfer!

Call: 9319977102
Or
Visit: http://gmg.im/dj6XO0
-CARS24"
PROMOTION,"Hi Balaji, AAKHRI CHANCE: aapka pre-qualified SBI Credit Card paane ka. 5 lakh tak limit fee-reversal option ke saath. TnC laagu bnkbzr.co/DL1oF4n5hV7"
PROMOTION,"Dear Customer,
 Thank you for making the premium payment for Tata AIA Life Insurance policy. We would like to hear about your experience. Please click on the link http://nps.bz/TT-239548"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/LMzKXLhX"
PROMOTION,Tax filing is FREE on myITreturn.com till the weekend. Do not delay and file now. -myITreturn
PROMOTION,"Dear Customer, Lenskart's EYECONIC SALE is LIVE. Avail BUY1GET1 with Lenskart Gold membership on cool Eyewear. TnC

Store: lskt.me/m8

App: lskt.me/e0"
PROMOTION,Unleash the epic encounter between England & Australia. Watch the Ashes 2023 LIVE on JioTV. https://bit.ly/JioTV_Ashes
PROMOTION,"Alert: On receiving any unwanted SMS, please complain by calling 1909 or send SMS to 1909 in format 'SMS Content, Sender No, dd/mm/yy' or visit bit.ly/2qBK0vp to report through Airtel Thanks App."
PROMOTION,"OMG! The Biggest offer just got Bigger ONLY for YOU @Max Fashion
FLAT 50% OFF on ENTIRE SALE merchandise
+
EXTRA 10% OFF
Use Code: R6NB47K
ONLY till Sunday
TnC"
PROMOTION,"LAST 2 DAYs of EVERYTHING @FLAT 50% at MAX Fashion!
Get FLAT 50% OFF on ENTIRE SALE merchandise + EXTRA 5% cashback on SBI Credit cards
Rush NOW!
TnC"
PROMOTION,"Wishing you HAPPY BIRTHDAY in advance, with EXCLUSIVE OFFER only for you
FLAT 25% OFF on purchase of Rs.2000 @UNLIMITED Fashion store
Code: CBCEG3K2L5
Valid: till 16-Jul-23. TnC"
PROMOTION,PDS Bill 429610723000027 B.Rice-10.0kg/Sugar-2.0kg/T.Dhall-1.0kg/P.Oil-1.0pkt/R.Rice-8.0kg issued on 01.07.2023 for Rs.105.0/-. To complain forward to 9773904050 - TNEPDS
PROMOTION,"Hi Firebirds! Have you checked out The Sharp Cut @ BLACKBERRYS? Buy 2 Get 2 offer on shirts, chinos, and more! Hurry! Visit your nearest store & website. T&C."
TRANSACTION,"HDFC SECURITIES LTD on 17-06-23 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE"
TRANSACTION,Dear balaji FriendsForever! Thank you for your monthly advance amount of 3500 towards group code and membership no RAB - 7576. Did you checkout our new arrivals online at grtjewels.com/newarrivals. Use coupon code NEW500 to get Rs.500 off on Jewellery purchase above Rs.3999. Call or WAPP 7358251515.  T&C*
TRANSACTION,Dear balaji FriendsForever! Thank you for your monthly advance amount of 1500 towards group code and membership no RAB - 7577. Did you checkout our new arrivals online at grtjewels.com/newarrivals. Use coupon code NEW500 to get Rs.500 off on Jewellery purchase above Rs.3999. Call or WAPP 7358251515.  T&C*
TRANSACTION,Dear balaji FriendsForever! Thank you for your monthly advance amount of 3500 towards group code and membership no RAB - 7576. Did you checkout our new arrivals online at grtjewels.com/newarrivals. Use coupon code NEW500 to get Rs.500 off on Jewellery purchase above Rs.3999. Call or WAPP 7358251515.  T&C*
TRANSACTION,Dear balaji FriendsForever! Thank you for your monthly advance amount of 25500 towards group code and membership no RAB - 7574. Did you checkout our new arrivals online at grtjewels.com/newarrivals. Use coupon code NEW500 to get Rs.500 off on Jewellery purchase above Rs.3999. Call or WAPP 7358251515.  T&C*
TRANSACTION,Dear balaji FriendsForever! Thank you for your monthly advance amount of 1500 towards group code and membership no RAB - 7577. Did you checkout our new arrivals online at grtjewels.com/newarrivals. Use coupon code NEW500 to get Rs.500 off on Jewellery purchase above Rs.3999. Call or WAPP 7358251515.  T&C*
TRANSACTION,Dear balaji FriendsForever! Thank you for your monthly advance amount of 25500 towards group code and membership no RAB - 7574. Did you checkout our new arrivals online at grtjewels.com/newarrivals. Use coupon code NEW500 to get Rs.500 off on Jewellery purchase above Rs.3999. Call or WAPP 7358251515.  T&C*
PROMOTION,"Free Popcorn, Free Hot Wings, Flat Rs 125 OFF and more! Play KFC BUCKET IT and win guaranteed offers only on the KFC app now! bit.ly/3XGZTvJ TnC"
PROMOTION,"Dear BALAJI, 
Get Huggies Diaper Pants at up to 35% OFF, exclusively on Apollo 24|7 with 2-hr* delivery https://fhex.in/KHuKhA"
TRANSACTION,"ORDER CREATED
Namaste, We have received your order with Apollo 24|7 and it is now being processed. We will send you an update in 30 minutes. 
Team Apollo 24|7"
TRANSACTION,"ORDER READY TO DISPATCH 
Namaste, your order  278503074 is packed but the price of some items has been updated. You can check your order status here https://pmt.apollo247.com/deeplink?url=apollopatients://Order? 278503074
Team Apollo 24|7"
PROMOTION,"Dear user, You earned 41.41 HCs on txn dated 02/07/2023. Valid till 01/07/2025. Redeem them on orders on Apollo24|7 bit.ly/3gwmfPs or at your nearest store."
TRANSACTION,"Dear Customer, 7153 is the delivery OTP for your order FL20230702111212805. Please share it with our Delivery Associate at the time of Delivery.
-Team Apollo 24|7"
TRANSACTION,"DELIVERED
Namaste, your order 278503074 has been delivered successfully.
Team Apollo 24|7"
TRANSACTION,Thanks for transacting with us! Redeem your Rs.170.04 Health Credits (HCs) on medicine orders @ Apollo24l7 or at your nearest store! bit.ly/A2471AD
PROMOTION,"Dear user, You earned 1.93 HCs on txn dated 02/07/2023. Valid till 01/07/2025. Redeem them on orders on Apollo24|7 bit.ly/3gwmfPs or at your nearest store."
PROMOTION,"Dear BALAJI,  Your sample collection expert is near you: Book your next Fasting Blood Sugar Check from Apollo 24|7. Call to book: 18005721111."
PROMOTION,"As our age increases, so does our insurance premium. Click mm7.in/MDOqNOAP2bwE to buy Term Plan from HDFC Life at lower premium before your next birthday and secure the future of your loved ones. T&C Apply - HDFC Life"
PROMOTION,"Dear Balaji T , plan to achieve all your life's goals and ambitions. Build a better financial future with Savings and Investment Plans from HDFC Life and also avail a life cover. Click mm7.in/MDN3oA8wCLgE to know more. T&C Apply - HDFC Life"
PROMOTION,"Hi BALAJI, thank you for ordering medicine from Apollo 247. Hope you had a great experience. Please leave us a review on google https://bit.ly/3iQNsus . It will only take a minute, but it will help us serve you better. Thank you!

Team Apollo 247"
PROMOTION,"Mr/Ms #BALAJI, Thangamayil's Aadi Sale 2023, Get Half gram gold for every 10gms of Gold jewelry* use E1356 valid 20-July bit.ly/Aadi23C"
PROMOTION,"Mr/Ms #BALAJI, Thangamayil's Aadi Sale 2023, Get Half gram gold for every 10gms of Gold jewelry* use E1356 valid 20-July bit.ly/Aadi23C"
PROMOTION,"Dear BALAJI,  Timely checks help prevent complications! Book your Diabetes check & get 100% accurate same-day reports. Call: 18005721111 Apollo 24|7 *TCA"
PROMOTION,"Hi Balaji,
Max Fashion celebrates your birthday!
Get EXTRA 10% OFF on Max branded full price merchandise.
Usecode: BMMO1T
Valid till 31-Jul
TnC"
PROMOTION,Hi Balaji! Happy birthday month! Get 15% extra NeuCoins on shopping for select categories by 31st July at Tata Neu! https://tneu.in/XoHOnYWT T&C apply
TRANSACTION,"Your SIP Purchase in Folio 19920082/96 under HDFC Large and Mid Cap Fund-Reg Gr for Rs. 1,999.90 has been processed at the NAV of 224.732 for 8.899 units and 05-Jul-2023. Your smart statement https://cams.co.in/9vQmix7FFvN. Enter your PAN as the password. Sincerely, HDFCMF"
PROMOTION,"Your BIRTHDAY is coming soon. We wish you in advance with FLAT 25% OFF on purchase of Rs. 2000 @UNLIMITED Fashion store only for you.
Code: CBCEG3K2L5
Valid: till 16-Jul-23. TnC"
PROMOTION,"FREE 1 GB data on Airtel Thanks App! Claim now. T&C Apply
i.airtel.in/FreeData1GB"
TRANSACTION,"Dear Investor, Your SIP Purchase of Rs.1,999.90 in Folio 23164298 in Value Discovery Fund - Growth for 6.589 units has been processed for NAV of 303.51 on 05-Jul-2023 - IPRUMF"
PROMOTION,Beware of scammers! All official communication by Bank is done through IPBMSG & IPBOTP headers. No conventional mobile numbers are used to send messages - IPPB
PROMOTION,"Dear BALAJI,  
Gift them health. Order PediaSure kids' nutrition supplement @ up to 10% OFF. Tap for 2-hr* delivery https://fuex.in/mhYRxG Apollo 24|7"
PROMOTION,"Your MOTOR policy 2312100332919003 is due for renewal on Aug 21, 2023 Renew at 
http://hegi.org/Kh1uexFE
. Pls Ignore if already paid. Team HDFC ERGO"
PROMOTION,It's your b'day month & lets shout it out loud together! Redeem your code BRITHNRJVN of Rs.100 on Ticket/FnB till 31-Jul @PVR Cinemas. Book@ pvrcinemas.net/AeCQ
TRANSACTION,"Order for Cons No 7100006044 is registered with Ref No.2-003023762405.Refil expected delivery: 2 days.Pay by https://payit.cc/I3217047366
INDANE"
PROMOTION,"Hi Balaji, AAKHRI CHANCE: aapka pre-qualified SBI Credit Card paane ka. 5 lakh tak limit fee-reversal option ke saath. TnC laagu bnkbzr.co/TkThF1enArU"
PROMOTION,"Dear Customer, Get 50% cashback on orders of Rs.3500 & above with the Eye-conic sale. Hurry! Shop now on Lenskart! Tnc

Store: lskt.me/m8

App: lskt.me/j0"
TRANSACTION,"Invoice generated for Rs. 1118.5.Share DAC 7132 on delivery. Download eInvoice https://cx.indianoil.in/webcenter/portal/LPG/pages_h?cId=9071287215
INDANE"
PROMOTION,"Dear Privilege Member, watch Tamil blockbuster MAAMANNAN starring Udhayanidhi Stalin & Keerthy Suresh @PVR cinemas & avail Rs.50 OFF on FnB spends with code MAMNRWGMS5 valid till 13-Jul. Book@ pvrcinemas.net/7eGT"
PROMOTION,"Urgent !!!

For the benefit of customers, locker agreement has been revised basis RBI direction.
Kindly re-submit your agreement for HDFC Bank Locker no 116 at your Locker Branch. Don't forget to sign this when you're visiting the branch along with other holders. Please
ignore if already submitted"
PROMOTION,"Dear BALAJI THILAGAR, continue to keep your 2 wheeler secured with HDFC ERGO insurance policy 2312100332919003 Renew it before Aug 21, 2023 at 
http://hegi.org/J3G_e2AU"
TRANSACTION,"Dear BALAJI THILAGAR, ITR:1 of 2023  for AYEPB4541P  has been successfully e-Verified. e-Filing, Income Tax Department"
TRANSACTION,"MAX Fashion SALE...BIG weekend Alert!
GET FLAT 50-70% OFF on wide range.
ONLY FOR 2 days (8-9 Jul)
Get extra 5% cashback on SBI Credit cards
Hurry!
TnC"
PROMOTION,"Dear BALAJI, 
Access your glucose reading anytime, anywhere! Record them online & unlock access to weekly insights! Tap https://fnex.in/dJ0hAP Apollo24|7"
PROMOTION,"Dear BALAJI,  Looking for a doctor-curated diabetes checks? Call to book: 18005721111 & get 30-min sample collection + same-day reports. Apollo 24|7 *TCA"
PROMOTION,"Akshaya Ford Conducting MONSOON SERVICE CAMPAIGN(10th to 17th July-2023)Avail Offers on Battery, Tyre, BrakePad, Oil Filter, Wiper, ShockAbsorber, VAS&Fullbody Paint. Get Free General CheckUp&WaterWash.Booking-7397716021/7397716022/7397716025/9894627292 Camp offer Details ;- Please Click this Link for further details : https://prnt.sc/GSx_nPcV3xMR -AKSHAYA FORD"
PROMOTION,"Akshaya Ford Conducting MONSOON SERVICE CAMPAIGN(10th to 17th July-2023)Avail Offers on Battery, Tyre, BrakePad, Oil Filter, Wiper, ShockAbsorber, VAS&Fullbody Paint. Get Free General CheckUp&WaterWash.Booking-7397716021/7397716022/7397716025/9894627292 Camp offer Details ;- Please Click this Link for further details : https://prnt.sc/GSx_nPcV3xMR -AKSHAYA FORD"
TRANSACTION,"Dear Investor, Please download your account statement for the recent transactions under folio 23164298 from link http://sms.iciciprumf.com/m2718npJ The link is valid for 6 days. To know the steps to open the statement, click here. http://sms.iciciprumf.com/2dObMkq5 - IPRUMF"
PROMOTION,"09.07.23 Shop open 10Am to 2pm 
Gold :5540
Silver :76.70
Coin :5665
S.M.S Thanga Maligai
Aruppukottai.
04566-220471,
9750970479
www.smsthangamaligai.com"
PROMOTION,"Yay!! Its your BIRTHDAY week
get FLAT 25% OFF on purchase of Rs. 2000 on your shopping @UNLIMITED Fashion store. Hurry!
Code: CBCEG3K2L5
Valid: till 16-Jul-23.TnC"
PROMOTION,"Dear customer, World Digital Premiere of Huma's 'Tarla' and Monoj's 'Bandaa' on your ZEE5. Enjoy with Rs.400 OFF & RENEW NOW. https://bit.ly/43dRVLU"
PROMOTION,"Your order is delivered with invoice no. 5-103275312351. eInvoice & give feedback https://cx.indianoil.in/webcenter/portal/LPG/pages_rf?cId=9071287215
INDANE"
PROMOTION,"Dear BALAJI,  Getting Diabetes checks is now easier: Simply call: 18005721111 & book yours today! Avail 100% accurate same-day reports. Apollo 24|7 *TCA"
PROMOTION,"Watch Crime Patrol 48 Hours from 10th July on JioTV
https://bit.ly/JioTV_CP48H"
PROMOTION,"Dear BALAJI,  
No fuss & mess! Shop for MamyPoko pants for your baby at up to 35% Off! Get 2-hr* delivery from Apollo 24|7 https://fnex.in/vYrCu4"
TRANSACTION,ITR for AY 2023-24 and PAN: ayexxxxx1p has been processed at CPC. Intimation u/s 143(1) has been sent to your registered email ID. If not received check in SPAM folder.
TRANSACTION,"HDFC SECURITIES LTD on 24-06-23 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/2dOe3y75
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/vpL58qjq
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/8RVNqkb5
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/G3yNYJkp
- Mohammed Thoufeeq |M: 04226660223"
TRANSACTION,"Dear Customer, You have a missed call from +918939054496 The last missed call was at 10:42 AM on 11-Jul-2023 Thankyou, Team Jio."
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/RgVmaJZN
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/0nx3mOAj
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/LwOeX4R4
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Dear BALAJI T,
We spoke over the phone.
Sharing the link to avail an HDFC Bank Credit Card:
hdfcbk.io/a/LwOeX4JO
- Mohammed Thoufeeq |M: 04226660223"
PROMOTION,"Maximize your spending power! Bajaj Finserv DBS Bank Credit Card offers up to ?2,50,000 credit limit! Apply now on below link. 
http://BajFin.in/G_n4XXIE"
PROMOTION,"Now Personal Loan application is super easy. Chat with our SMART ASSISTANT and apply now in a few clicks. Tap 
http://BajFin.in/Tu9cLerk
 Bajaj Finance Ltd"
PROMOTION,"Dear BALAJI T, Your HDFC Bank Virtual RM - Mohammed Thoufeeq had tried reaching you! Please call back on 04226660223 for all your Banking needs between 9.30 AM to 6.30 PM (except Sundays and Bank holidays).
To save your RM's contact, click here - hdfcbk.io/a/xoW1P678 .
Here's a list of pre-approved offers made especially for your needs!
To find out more hdfcbk.io/a/a6y1K78B"
PROMOTION,"Mr/Ms BALAJI, Thangamayil's Aadi Sale 2023, Get Half gram gold for every 10 grams of Gold jewelry purchase* Code E1356 valid 20-July bit.ly/Aadi23C"
PROMOTION,"FLAT 58% Off on KFC Wednesday Strips Bucket and 4 dips! Yes, you heard it right! Order now and enjoy! bit.ly/3O8jjqi TnC"
PROMOTION,Indulge in the magic of Momo! Sprinkle joy on your day with a 30% off on your Wow! Momo bill. CPN: WMOT07033CHRNA3 Valid till: 16th July. T&C
PROMOTION,"FLAT 25% OFF on purchase of Rs. 2000 for your BIRTHDAY shopping. Hurry!! Enjoy latest collection @UNLIMITED Fashion store.
Code: CBCEG3K2L5
Valid: till 16-Jul-23. TnC"
PROMOTION,"Dear Customer,
Get Noise Smart Watch worth Rs 5,999 as Welcome Gift with PULSE SBI Credit Card. Apply now TnC http://nc6.in/gjzrYi 
BAJAJ MARKETS"
PROMOTION,"Dear Customer,

Sell your car for a great price!
 
-Instant Quote
-Free RC transfer
 
Call: 8447744659
Or
Click: 1pr.in/lZFGsl13
-CARS24"
PROMOTION,"Cholamandalam Finance offers personal loan upto Rs 3,00,000 in 15 mins for all your financial needs. 100% online. Apply Now http://nmc.sg/gJ2OHQS T&C"
PROMOTION,"Dear Privilege Member, watch Tamil-hit action-packed spectacle MAAVEERAN starring Sivakarthikeyan & Aditi Shankar @PVR cinemas & avail Rs.50 OFF on FnB spends with code MVVCMEC4BM valid till 20-Jul. Book@ pvrcinemas.net/Te9v"
PROMOTION,"Hurry up!!!
VANAVIL SUNDAY BEACH @ECR
35 ACRES RESORT PROPERTY-CLEAR BEACH VIEW WITH PRIVATE BEACH ACCESS,DTCP approved plots @5.85 lakhs For Details 9677340001"
PROMOTION,"Dear Customer,
Sell your car for a great price!

-Instant Quote
-Free RC transfer

Call: 9319977102
Or
Click: http://gmg.im/dQO01O
-CARS24"
PROMOTION,"Dear Customer, Get 2 styles for Rs.4200 from the Coastline collection. Shop easy breezy eyewear from Lenskart. TnC

App: lskt.me/c0

Store: lskt.me/m8"
PROMOTION,"You got a call from Caratlane Store
Please rate the call https://fb.myo.bz/TZK52
Also, report spam call -via MYOPERATOR"
PROMOTION,"Akshaya Ford Conducting MONSOON SERVICE CAMPAIGN(10th to 17th July-2023)Avail Offers on Battery, Tyre, BrakePad, Oil Filter, Wiper, ShockAbsorber, VAS&Fullbody Paint. Get Free General CheckUp&WaterWash.Booking-7397716021/7397716022/7397716025/9894627292 Camp offer Details ;- Please Click this Link for further details : https://prnt.sc/GSx_nPcV3xMR -AKSHAYA FORD"
PROMOTION,"The Chennai Silks Aadi Sale UPTO 50% OFF OR Double Value Gift Vouchers Let the celebrations begin. TNagar,Velachery,Chromepet,Tiruvallur bit.ly/3DcL4ru TCSCHE"
PROMOTION,Surprise your loved ones with Taneira's exquisite sarees! Flat 20% off* on select merchandise. Sale ends on 16th July. Shop now at https://bit.ly/3pIpeZG. *TnC apply.
PROMOTION,Reminder: You get EXTRA 3-7%* off on CaratLane designs only for the next 24 hrs! Make the most of this deal and shop now: http://1kx.in/XGHCaWlatdb *TCA
PROMOTION,"
Vasanth & Co Celebrates 46th Anniversary with India's Biggest Sale at the lowest price ever Offer only on 14,15,16 & 17 July. *T&C"
PROMOTION,"Akshaya Ford Conducting MONSOON SERVICE CAMPAIGN(10th to 17th July-2023)Avail Offers on Battery, Tyre, BrakePad, Oil Filter, Wiper, ShockAbsorber, VAS&Fullbody Paint. Get Free General CheckUp&WaterWash.Booking-7397716021/7397716022/7397716025/9894627292 Camp offer Details ;- Please Click this Link for further details : https://prnt.sc/GSx_nPcV3xMR -AKSHAYA FORD"
PROMOTION,Last 2 days of Sale. Surprise your loved ones with Taneira's exquisite sarees! Flat 20% off* on select merchandise. Sale ends on 16th July. Shop now at https://bit.ly/3pIpeZG. *TnC apply.
PROMOTION,"Greetings, ICICI Prudential Mutual Fund wishes you a very happy birthday and a great year ahead.-IPRUMF"
PROMOTION,"Every Birthday of your's so Special, TODAY Celebrate the Day by feeding a meal to Needy Support ISKCON's Daily ANNADAN program. Pls Donate at www.iskconmeals.in"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/xZivGYxZ"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/374qOdtM"
PROMOTION,"Wishes on your BIRTHDAY!!
Enjoy your day with FLAT 25% OFF on purchase of Rs. 2000 @UNLIMITED Fashion store.
Code: CBCEG3K2L5
Valid: till 16-Jul-23. TnC"
PROMOTION,"Wishing you a Very Happy Birthday from all of us @ GKB Opticals! As a special birthday treat, we're giving you an E Voucher 11758070 worth 10% on your next purchase! Avail your exclusive offer by 08/15/23. See you soon!"
PROMOTION,Congratulations! on the purchase of LENSKART GOLD Membership. You can now Enjoy Buy1 Get1 Free & a lot more exciting benefits on Lenskart App and Store. View details - lskt.me/lt
PROMOTION,"Every Birthday of your's so Special, TODAY Celebrate the Day by feeding a meal to Needy Support ISKCON's Daily ANNADAN program. Pls Donate at www.iskconmeals.in"
PROMOTION,"Dear Customer, Did You Know? You can now get a Personal Loan up to Rs.5 Lakh* on Flipkart. Apply & get approval in just 30secs >

http://fkrt.it/Jy_dhGuuuN"
PROMOTION,"Dear Balaji ,   Thank you for choosing Dindigul Thalappakatti. For an e-bill, click here:  es.easyrz.co/dre4urcmlhlolb  We hope to see you again soon."
PROMOTION,"Dear BALAJI, 
Keep them nice and cosy. Get Huggies @ up to 40% OFF, exclusively on Apollo 24|7 with 2-hr* delivery. Tap https://fvex.in/XXPJTh"
PROMOTION,"Every Birthday of your's so Special, TODAY Celebrate the Day by feeding a meal to Needy Support ISKCON's Daily ANNADAN program. Pls Donate at www.iskconmeals.in"
PROMOTION,"Dear Customer,
Good news! Loan up to Rs.300,000 is approved successfully.
Direct Bank Transfer in 10min
Submit details now http://gmg.im/knKRUj -AB Finance"
PROMOTION,"Dear Customer, Introducing Personal Loan on Flipkart with affordable EMIs. Apply & Get a loan up to Rs.5 Lakhs >

http://fkrt.it/ZllAGxuuuN"
PROMOTION,"It's EXTENDED! Because you love this offer so much, EXTRA 3-7%* off is back for a limited time. Shop CaratLane now: http://1kx.in/XX6MqSpeq8F TCA"
TRANSACTION,"Units against Voluntary Contribution Rs.3,000.00 credited to PRAN XX2610, NAV of 14-07-2023.Plan retirement with NPP.Click- https://bit.ly/3OY8K80 -Protean"
PROMOTION,"HDFC SECURITIES LTD on 01-07-23 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE"
PROMOTION,"Witness the series decider between England and Australia. Watch the 3rd ODI LIVE on JioTV
https://bit.ly/WomensAshes23"
PROMOTION,"Dear Customer, Save more with 10% cashback on Samsung products & services with  Axis Bank Samsung Signature Credit Card click 1kx.in/rs4z68 T&C MyMoneyMantra"
PROMOTION,"Hi BALAJI, Get your Personal Loan of Rs. 750000 Lakh in just 2 Hours. From LTFS with lowest interest rates. Apply Now http://f49.bz/ib9alW. FinBud"
PROMOTION,"Alert: Your FLAT 25% OFF on purchase of Rs. 2000 is valid for 5 DAYS ONLY
Enjoy your BIRTHDAY shopping @UNLIMITED Fashion store.
Code: CBCEG3K2L5
TnC"
PROMOTION,Get 58% Off on KFC Wednesday Strips Bucket only for you! Order Now! bit.ly/3DDvu8B TnC
PROMOTION,"Dear customer, Congratulations! You are now a Lenskart Gold Member. Shop now to avail exclusive benefits. TnC

App: lskt.me/d6

Store: lskt.me/m7"
PROMOTION,"Dear Customer, Save more with 10% cashback on Samsung products & services with  Axis Bank Samsung Signature Credit Card click 1kx.in/gmRgPs T&C MyMoneyMantra"
PROMOTION,"Dear sir, Get BANK OD upto 5 CRORES Under Govt CGTMSE Scheme in 7 Days. Min 3 Cr Turnover in FY 22-23. Mr.Vignesh 9087123888 BANK STAFF MSME FINANCE T&C"
PROMOTION,"Hi BALAJI, Greetings from FinBud. You are approved for an L & T loan of Rs. 750000. Apply Now http://f49.bz/ibUcKc to get Cash Instantly."
PROMOTION,"Dear user, You earned 18.15 HCs on txn dated 19/07/2023. Valid till 18/07/2025. Redeem them on orders on Apollo24|7 bit.ly/3gwmfPs or at your nearest store."
PROMOTION,"Dear Customer,
Sell your car at a great price!
 
Instant payment & free RC transfer!
 
Call: 9319283992
Or
Visit: bit.ly/3WZXnk1
-CARS24"
PROMOTION,"Dear Customer, Offer Extended, FLAT 3.5% V.A on all gold jewelry, Get Rs.10,000/-Less per carat on diamond jewelry,TC. Prince Jewellery,T: 04443471900."
